date,open,high,low,close,close_24,high_24,low_24,range,range_24,change_24
2018-12-31,1.0153,1.0191,1.0124,1.0181,1.0119,1.0191,1.0119,0.006699999999999928,0.007199999999999873,-0.0034000000000000696
2018-12-30,1.0154,1.0162,1.0143,1.0153,1.0153,1.0162,1.0143,0.0019000000000000128,0.0019000000000000128,-9.999999999998899e-05
2018-12-28,1.0112,1.0211,1.0112,1.0172,1.0154,1.0211,1.0112,0.009899999999999798,0.009899999999999798,0.0041999999999999815
2018-12-27,1.0041,1.0159,1.0038,1.0117,1.0112,1.0159,1.0038,0.0121,0.0121,0.007100000000000106
2018-12-26,1.0134,1.0148,1.0033,1.004,1.0041,1.0148,1.0033,0.011499999999999844,0.011499999999999844,-0.009300000000000086
2018-12-25,1.0117,1.0158,1.0002,1.0119,1.0134,1.0158,1.0002,0.015600000000000058,0.015600000000000058,0.0017000000000000348
2018-12-24,1.0051,1.0136,1.0043,1.012,1.0117,1.0136,1.0043,0.009300000000000086,0.009300000000000086,0.006599999999999939
2018-12-23,1.0052,1.0062,1.0036,1.0052,1.0051,1.0062,1.0036,0.0025999999999999357,0.0025999999999999357,-9.999999999998899e-05
2018-12-21,1.0119,1.0138,1.0037,1.0058,1.0052,1.0138,1.0037,0.010099999999999998,0.010099999999999998,-0.006699999999999928
2018-12-20,1.0052,1.016,1.0041,1.0123,1.0119,1.016,1.0041,0.011900000000000022,0.011900000000000022,0.006699999999999928
2018-12-19,1.0072,1.0092,1.0035,1.0052,1.0052,1.0092,1.0035,0.005700000000000038,0.005700000000000038,-0.0020000000000000018
2018-12-18,1.0064,1.0099,1.0059,1.0074,1.0072,1.0099,1.0059,0.0040000000000000036,0.0040000000000000036,0.0008000000000001339
2018-12-17,1.0017,1.0081,1.001,1.0064,1.0064,1.0081,1.001,0.007100000000000106,0.007100000000000106,0.0046999999999999265
2018-12-16,1.0017,1.0023,1.001,1.0019,1.0017,1.0023,1.001,0.0013000000000000789,0.0013000000000000789,0.0
2018-12-14,1.0057,1.0064,1.0006,1.0018,1.0017,1.0064,1.0006,0.005800000000000027,0.005800000000000027,-0.0040000000000000036
2018-12-13,1.0063,1.0086,1.0041,1.0056,1.0057,1.0086,1.0041,0.0044999999999999485,0.0044999999999999485,-0.0005999999999999339
2018-12-12,1.0061,1.0085,1.003,1.0063,1.0063,1.0085,1.003,0.00550000000000006,0.00550000000000006,0.00019999999999997797
2018-12-11,1.0091,1.0137,1.0057,1.0064,1.0061,1.0137,1.0057,0.008000000000000007,0.008000000000000007,-0.0030000000000001137
2018-12-10,1.0092,1.0131,1.0091,1.0095,1.0091,1.0131,1.0091,0.0039999999999997815,0.0039999999999997815,-9.999999999998899e-05
2018-12-09,1.008,1.01,1.0074,1.0093,1.0092,1.01,1.0074,0.0025999999999999357,0.0025999999999999357,0.0012000000000000899
2018-12-07,1.0067,1.0108,1.0053,1.0089,1.008,1.0108,1.0053,0.005499999999999838,0.005499999999999838,0.0013000000000000789
2018-12-06,1.0021,1.0103,1.0007,1.0066,1.0067,1.0103,1.0007,0.009600000000000053,0.009600000000000053,0.0045999999999999375
2018-12-05,1.0019,1.0028,0.999,1.0022,1.0021,1.0028,0.999,0.0037999999999999146,0.0037999999999999146,0.00019999999999997797
2018-12-04,1.0015,1.0067,1.0004,1.0021,1.0019,1.0067,1.0004,0.006299999999999972,0.006299999999999972,0.00039999999999995595
2018-12-03,0.9999,1.0034,0.9999,1.0018,1.0015,1.0034,0.9999,0.0035000000000000586,0.0035000000000000586,0.0016000000000000458
2018-12-02,1.0014,1.0026,0.9995,1.0002,0.9999,1.0026,0.9995,0.0030999999999998806,0.0030999999999998806,-0.0015000000000000568
2018-11-30,1.0034,1.0047,0.9992,1.0008,1.0014,1.0047,0.9992,0.005499999999999949,0.005499999999999949,-0.0020000000000000018
2018-11-29,1.0058,1.0081,1.002,1.0037,1.0034,1.0081,1.002,0.006099999999999994,0.006099999999999994,-0.0023999999999999577
2018-11-28,1.0009,1.0073,0.9991,1.0063,1.0058,1.0073,0.9991,0.008200000000000096,0.008200000000000096,0.0049000000000001265
2018-11-27,1.001,1.0023,0.9992,1.0011,1.0009,1.0023,0.9992,0.0030999999999999917,0.0030999999999999917,-9.999999999998899e-05
2018-11-26,1.0024,1.0044,1.0002,1.0012,1.001,1.0044,1.0002,0.0041999999999999815,0.0041999999999999815,-0.0014000000000000679
2018-11-25,1.0024,1.0029,1.0015,1.0025,1.0024,1.0029,1.0015,0.0013999999999998458,0.0013999999999998458,0.0
2018-11-23,1.0052,1.0063,1.0014,1.002,1.0024,1.0063,1.0014,0.004899999999999904,0.004899999999999904,-0.0028000000000001357
2018-11-22,1.005,1.0077,1.002,1.0054,1.0052,1.0077,1.002,0.005700000000000038,0.005700000000000038,0.00020000000000020002
2018-11-21,1.0044,1.007,1.0037,1.0054,1.005,1.007,1.0037,0.0032999999999998586,0.0032999999999998586,0.0005999999999999339
2018-11-20,1.006,1.0089,1.003,1.0046,1.0044,1.0089,1.003,0.005900000000000016,0.005900000000000016,-0.0016000000000000458
2018-11-19,0.9996,1.0074,0.9988,1.0059,1.006,1.0074,0.9988,0.008600000000000052,0.008600000000000052,0.006399999999999961
2018-11-18,0.9985,1.0,0.9979,0.9994,0.9996,1.0,0.9979,0.0020999999999999908,0.0020999999999999908,0.0010999999999999899
2018-11-16,0.9921,1.0006,0.9909,0.9996,0.9985,1.0006,0.9909,0.009699999999999931,0.009699999999999931,0.006400000000000072
2018-11-15,0.9927,0.9962,0.9918,0.9918,0.9921,0.9962,0.9918,0.0043999999999999595,0.0043999999999999595,-0.0006000000000000449
2018-11-14,0.9927,0.9956,0.9891,0.9926,0.9927,0.9956,0.9891,0.006500000000000061,0.006500000000000061,0.0
2018-11-13,0.9889,0.9931,0.9868,0.993,0.9927,0.9931,0.9868,0.006299999999999972,0.006299999999999972,0.0038000000000000256
2018-11-12,0.9936,0.9943,0.9882,0.989,0.9889,0.9943,0.9882,0.006099999999999994,0.006099999999999994,-0.0047000000000000375
2018-11-11,0.9927,0.9944,0.9927,0.9936,0.9936,0.9944,0.9927,0.0016999999999999238,0.0016999999999999238,0.0009000000000000119
2018-11-09,0.9935,0.9953,0.9911,0.9947,0.9927,0.9953,0.9911,0.0041999999999999815,0.0041999999999999815,-0.0008000000000000229
2018-11-08,0.9975,0.999,0.9925,0.9936,0.9935,0.999,0.9925,0.00649999999999995,0.00649999999999995,-0.0040000000000000036
2018-11-07,0.9966,1.0046,0.9944,0.9975,0.9975,1.0046,0.9944,0.010199999999999987,0.010199999999999987,0.0009000000000000119
2018-11-06,0.9952,0.9976,0.9939,0.9968,0.9966,0.9976,0.9939,0.0037000000000000366,0.0037000000000000366,0.0014000000000000679
2018-11-05,0.9969,0.9974,0.9927,0.9953,0.9952,0.9974,0.9927,0.0046999999999999265,0.0046999999999999265,-0.0017000000000000348
2018-11-04,0.9967,0.9972,0.9955,0.9971,0.9969,0.9972,0.9955,0.0016999999999999238,0.0016999999999999238,0.00019999999999997797
2018-11-02,0.9971,1.003,0.9947,0.9961,0.9967,1.003,0.9947,0.008299999999999863,0.008299999999999863,-0.00039999999999995595
2018-11-01,0.9914,0.9994,0.9913,0.9974,0.9971,0.9994,0.9913,0.008099999999999996,0.008099999999999996,0.005700000000000038
2018-10-31,0.9942,0.9964,0.9902,0.9917,0.9914,0.9964,0.9902,0.006199999999999983,0.006199999999999983,-0.0028000000000000247
2018-10-30,0.9976,0.999,0.9939,0.9946,0.9942,0.999,0.9939,0.005099999999999993,0.005099999999999993,-0.0034000000000000696
2018-10-29,1.0022,1.0025,0.9971,0.998,0.9976,1.0025,0.9971,0.00539999999999996,0.00539999999999996,-0.0045999999999999375
2018-10-28,1.0029,1.0029,1.0004,1.0026,1.0022,1.0029,1.0004,0.0024999999999999467,0.0024999999999999467,-0.0006999999999999229
2018-10-26,0.9998,1.0034,0.9971,1.002,1.0029,1.0034,0.9971,0.006300000000000083,0.006300000000000083,0.0030999999999998806
2018-10-25,1.0024,1.0042,0.9978,1.0002,0.9998,1.0042,0.9978,0.006399999999999961,0.006399999999999961,-0.0025999999999999357
2018-10-24,1.005,1.0057,1.0006,1.0028,1.0024,1.0057,1.0006,0.0051000000000001044,0.0051000000000001044,-0.0025999999999999357
2018-10-23,1.0034,1.006,1.0025,1.0053,1.005,1.006,1.0025,0.0035000000000000586,0.0035000000000000586,0.0015999999999998238
2018-10-22,1.003,1.0058,1.0013,1.0037,1.0034,1.0058,1.0013,0.0044999999999999485,0.0044999999999999485,0.000400000000000178
2018-10-21,1.0038,1.0045,1.0025,1.0033,1.003,1.0045,1.0025,0.0020000000000000018,0.0020000000000000018,-0.0008000000000001339
2018-10-19,1.0037,1.0048,1.0017,1.0036,1.0038,1.0048,1.0017,0.0030999999999998806,0.0030999999999998806,9.999999999998899e-05
2018-10-18,1.0042,1.0078,1.0021,1.004,1.0037,1.0078,1.0021,0.005700000000000038,0.005700000000000038,-0.0004999999999999449
2018-10-17,1.0091,1.0098,1.004,1.0045,1.0042,1.0098,1.004,0.005800000000000027,0.005800000000000027,-0.0049000000000001265
2018-10-16,1.0127,1.0137,1.0087,1.0091,1.0091,1.0137,1.0087,0.0050000000000001155,0.0050000000000001155,-0.0035999999999998256
2018-10-15,1.0083,1.0148,1.0083,1.0128,1.0127,1.0148,1.0083,0.00649999999999995,0.00649999999999995,0.0043999999999999595
2018-10-14,1.0074,1.0093,1.0066,1.0082,1.0083,1.0093,1.0066,0.0027000000000001467,0.0027000000000001467,0.0008999999999999009
2018-10-12,1.0096,1.0113,1.0066,1.008,1.0074,1.0113,1.0066,0.0047000000000001485,0.0047000000000001485,-0.0021999999999999797
2018-10-11,1.0106,1.0139,1.0074,1.0099,1.0096,1.0139,1.0074,0.00649999999999995,0.00649999999999995,-0.0009999999999998899
2018-10-10,1.0079,1.011,1.0062,1.0109,1.0106,1.011,1.0062,0.0047999999999999154,0.0047999999999999154,0.0026999999999999247
2018-10-09,1.0071,1.0087,1.0039,1.0083,1.0079,1.0087,1.0039,0.0047999999999999154,0.0047999999999999154,0.0007999999999999119
2018-10-08,1.0077,1.0092,1.0051,1.0075,1.0071,1.0092,1.0051,0.0040999999999999925,0.0040999999999999925,-0.0005999999999999339
2018-10-07,1.0076,1.0086,1.006,1.008,1.0077,1.0086,1.006,0.0025999999999999357,0.0025999999999999357,9.999999999998899e-05
2018-10-05,1.0081,1.0088,1.004,1.0071,1.0076,1.0088,1.004,0.0047999999999999154,0.0047999999999999154,-0.0004999999999999449
2018-10-04,1.0087,1.0102,1.0063,1.0081,1.0081,1.0102,1.0063,0.0039000000000000146,0.0039000000000000146,-0.0005999999999999339
2018-10-03,1.0158,1.0167,1.0063,1.009,1.0087,1.0167,1.0063,0.010399999999999965,0.010399999999999965,-0.007100000000000106
2018-10-02,1.0158,1.0172,1.0134,1.0162,1.0158,1.0172,1.0134,0.0038000000000000256,0.0038000000000000256,0.0
2018-10-01,1.0185,1.0195,1.0142,1.0162,1.0158,1.0195,1.0142,0.005300000000000082,0.005300000000000082,-0.0026999999999999247
2018-09-30,1.0182,1.0208,1.0182,1.019,1.0185,1.0208,1.0182,0.0025999999999999357,0.0025999999999999357,0.00029999999999996696
2018-09-28,1.023,1.0267,1.0174,1.0185,1.0182,1.0267,1.0174,0.009299999999999864,0.009299999999999864,-0.0047999999999999154
2018-09-27,1.0358,1.0361,1.0219,1.0233,1.023,1.0361,1.0219,0.01419999999999999,0.01419999999999999,-0.012800000000000145
2018-09-26,1.0357,1.0387,1.0304,1.0361,1.0358,1.0387,1.0304,0.008299999999999974,0.008299999999999974,9.999999999998899e-05
2018-09-25,1.036,1.0375,1.0337,1.0359,1.0357,1.0375,1.0337,0.0038000000000000256,0.0038000000000000256,-0.00029999999999996696
2018-09-24,1.0429,1.0436,1.0358,1.036,1.036,1.0436,1.0358,0.007800000000000029,0.007800000000000029,-0.006899999999999906
2018-09-23,1.043,1.0447,1.0407,1.0433,1.0429,1.0447,1.0407,0.0040000000000000036,0.0040000000000000036,-9.999999999998899e-05
2018-09-21,1.0423,1.0477,1.0414,1.0428,1.043,1.0477,1.0414,0.006299999999999972,0.006299999999999972,0.0006999999999999229
2018-09-20,1.0331,1.0429,1.0328,1.0427,1.0423,1.0429,1.0328,0.010099999999999998,0.010099999999999998,0.009200000000000097
2018-09-19,1.037,1.0378,1.0303,1.0333,1.0331,1.0378,1.0303,0.007500000000000062,0.007500000000000062,-0.0039000000000000146
2018-09-18,1.0383,1.0414,1.0352,1.0369,1.037,1.0414,1.0352,0.006200000000000205,0.006200000000000205,-0.0013000000000000789
2018-09-17,1.0333,1.0402,1.0329,1.0387,1.0383,1.0402,1.0329,0.007300000000000084,0.007300000000000084,0.004999999999999893
2018-09-16,1.0334,1.0342,1.0321,1.0333,1.0333,1.0342,1.0321,0.0020999999999999908,0.0020999999999999908,-9.999999999998899e-05
2018-09-14,1.0354,1.0377,1.033,1.0334,1.0334,1.0377,1.033,0.0047000000000001485,0.0047000000000001485,-0.0020000000000000018
2018-09-13,1.0301,1.0359,1.0299,1.0358,1.0354,1.0359,1.0299,0.006000000000000005,0.006000000000000005,0.005300000000000082
2018-09-12,1.0277,1.0312,1.0252,1.0306,1.0301,1.0312,1.0252,0.006000000000000005,0.006000000000000005,0.0023999999999999577
2018-09-11,1.0255,1.0286,1.0242,1.0276,1.0277,1.0286,1.0242,0.0043999999999999595,0.0043999999999999595,0.0021999999999999797
2018-09-10,1.0316,1.0322,1.0246,1.0259,1.0255,1.0322,1.0246,0.007600000000000051,0.007600000000000051,-0.006099999999999994
2018-09-09,1.0313,1.032,1.0308,1.0315,1.0316,1.032,1.0308,0.0012000000000000899,0.0012000000000000899,0.00029999999999996696
2018-09-07,1.0356,1.037,1.0305,1.0311,1.0313,1.037,1.0305,0.00649999999999995,0.00649999999999995,-0.0042999999999999705
2018-09-06,1.0289,1.0361,1.0288,1.0357,1.0356,1.0361,1.0288,0.007300000000000084,0.007300000000000084,0.00670000000000015
2018-09-05,1.0261,1.0298,1.0248,1.0289,1.0289,1.0298,1.0248,0.0050000000000001155,0.0050000000000001155,0.0027999999999999137
2018-09-04,1.0313,1.0317,1.0234,1.0265,1.0261,1.0317,1.0234,0.008299999999999974,0.008299999999999974,-0.0052000000000000934
2018-09-03,1.0309,1.0325,1.0295,1.0317,1.0313,1.0325,1.0295,0.0029999999999998916,0.0029999999999998916,0.000400000000000178
2018-09-02,1.0311,1.0316,1.0299,1.0309,1.0309,1.0316,1.0299,0.0017000000000000348,0.0017000000000000348,-0.00019999999999997797
2018-08-31,1.0317,1.0357,1.0301,1.0317,1.0311,1.0357,1.0301,0.005600000000000049,0.005600000000000049,-0.000600000000000156
2018-08-30,1.0297,1.0322,1.0288,1.032,1.0317,1.0322,1.0288,0.0034000000000000696,0.0034000000000000696,0.0020000000000000018
2018-08-29,1.0237,1.0305,1.0225,1.03,1.0297,1.0305,1.0225,0.008000000000000007,0.008000000000000007,0.006000000000000005
2018-08-28,1.0205,1.0259,1.019,1.0235,1.0237,1.0259,1.019,0.006900000000000128,0.006900000000000128,0.0032000000000000917
2018-08-27,1.0169,1.0215,1.0153,1.0204,1.0205,1.0215,1.0153,0.006199999999999983,0.006199999999999983,0.0036000000000000476
2018-08-26,1.0165,1.0178,1.0158,1.0172,1.0169,1.0178,1.0158,0.0020000000000000018,0.0020000000000000018,0.00039999999999995595
2018-08-24,1.0135,1.0189,1.0131,1.017,1.0165,1.0189,1.0131,0.005800000000000027,0.005800000000000027,0.0029999999999998916
2018-08-23,1.017,1.0179,1.0127,1.0138,1.0135,1.0179,1.0127,0.0052000000000000934,0.0052000000000000934,-0.0034999999999998366
2018-08-22,1.0152,1.0194,1.0142,1.0174,1.017,1.0194,1.0142,0.0052000000000000934,0.0052000000000000934,0.0017999999999998018
2018-08-21,1.0088,1.0158,1.0088,1.0155,1.0152,1.0158,1.0088,0.007000000000000117,0.007000000000000117,0.006400000000000183
2018-08-20,1.0043,1.0092,1.0026,1.0091,1.0088,1.0092,1.0026,0.006600000000000161,0.006600000000000161,0.0044999999999999485
2018-08-19,1.0041,1.0048,1.0034,1.0046,1.0043,1.0048,1.0034,0.0013999999999998458,0.0013999999999998458,0.00019999999999997797
2018-08-17,1.0024,1.0065,1.0017,1.0042,1.0041,1.0065,1.0017,0.0047999999999999154,0.0047999999999999154,0.0017000000000000348
2018-08-16,1.0058,1.0083,1.0021,1.0027,1.0024,1.0083,1.0021,0.006199999999999983,0.006199999999999983,-0.0034000000000000696
2018-08-15,1.0055,1.0072,1.0013,1.0063,1.0058,1.0072,1.0013,0.005900000000000016,0.005900000000000016,0.00029999999999996696
2018-08-14,1.0062,1.0097,1.0045,1.0058,1.0055,1.0097,1.0045,0.0052000000000000934,0.0052000000000000934,-0.0006999999999999229
2018-08-13,1.0062,1.0078,1.0043,1.0066,1.0062,1.0078,1.0043,0.0035000000000000586,0.0035000000000000586,0.0
2018-08-12,1.0043,1.0067,1.003,1.0065,1.0062,1.0067,1.003,0.0037000000000000366,0.0037000000000000366,0.0019000000000000128
2018-08-10,1.0056,1.007,1.0021,1.0042,1.0043,1.007,1.0021,0.004899999999999904,0.004899999999999904,-0.0013000000000000789
2018-08-09,1.0063,1.0104,1.0045,1.0059,1.0056,1.0104,1.0045,0.005900000000000016,0.005900000000000016,-0.0006999999999999229
2018-08-08,1.004,1.0074,1.0025,1.0068,1.0063,1.0074,1.0025,0.0049000000000001265,0.0049000000000001265,0.0022999999999999687
2018-08-07,1.0031,1.0068,1.0028,1.004,1.004,1.0068,1.0028,0.0040000000000000036,0.0040000000000000036,0.0008999999999999009
2018-08-06,1.0049,1.0056,1.001,1.003,1.0031,1.0056,1.001,0.0046000000000001595,0.0046000000000001595,-0.0017999999999998018
2018-08-05,1.0053,1.0063,1.0044,1.0052,1.0049,1.0063,1.0044,0.0019000000000000128,0.0019000000000000128,-0.000400000000000178
2018-08-03,1.004,1.0078,1.003,1.0053,1.0053,1.0078,1.003,0.0048000000000001375,0.0048000000000001375,0.0013000000000000789
2018-08-02,1.0079,1.0083,1.0038,1.0044,1.004,1.0083,1.0038,0.0044999999999999485,0.0044999999999999485,-0.0039000000000000146
2018-08-01,1.0092,1.0097,1.0062,1.0081,1.0079,1.0097,1.0062,0.0035000000000000586,0.0035000000000000586,-0.0013000000000000789
2018-07-31,1.0115,1.0131,1.0088,1.0096,1.0092,1.0131,1.0088,0.0042999999999999705,0.0042999999999999705,-0.0022999999999999687
2018-07-30,1.0053,1.0122,1.0038,1.0118,1.0115,1.0122,1.0038,0.008399999999999963,0.008399999999999963,0.006199999999999983
2018-07-29,1.0048,1.006,1.0034,1.0053,1.0053,1.006,1.0034,0.0025999999999999357,0.0025999999999999357,0.000500000000000167
2018-07-27,1.0054,1.0067,1.0017,1.0055,1.0048,1.0067,1.0017,0.004999999999999893,0.004999999999999893,-0.000600000000000156
2018-07-26,1.0084,1.0095,1.0046,1.0057,1.0054,1.0095,1.0046,0.0049000000000001265,0.0049000000000001265,-0.0029999999999998916
2018-07-25,1.0056,1.0091,1.0048,1.0088,1.0084,1.0091,1.0048,0.0043000000000001926,0.0043000000000001926,0.0027999999999999137
2018-07-24,1.0065,1.0076,1.0042,1.0059,1.0056,1.0076,1.0042,0.0034000000000000696,0.0034000000000000696,-0.0008999999999999009
2018-07-23,1.0077,1.0097,1.0055,1.007,1.0065,1.0097,1.0055,0.0041999999999999815,0.0041999999999999815,-0.0012000000000000899
2018-07-22,1.0069,1.0081,1.0047,1.008,1.0077,1.0081,1.0047,0.0034000000000000696,0.0034000000000000696,0.0008000000000001339
2018-07-20,1.0003,1.0081,0.9986,1.0069,1.0069,1.0081,0.9986,0.009499999999999953,0.009499999999999953,0.006599999999999939
2018-07-19,1.0006,1.0035,0.9954,1.0006,1.0003,1.0035,0.9954,0.008100000000000107,0.008100000000000107,-0.00029999999999996696
2018-07-18,0.9992,1.0015,0.9962,1.0009,1.0006,1.0015,0.9962,0.005300000000000082,0.005300000000000082,0.0013999999999999568
2018-07-17,1.0025,1.007,0.9991,0.9995,0.9992,1.007,0.9991,0.007899999999999907,0.007899999999999907,-0.0032999999999999696
2018-07-16,0.9974,1.0035,0.9969,1.0029,1.0025,1.0035,0.9969,0.00660000000000005,0.00660000000000005,0.005099999999999993
2018-07-15,0.998,0.9987,0.9972,0.9977,0.9974,0.9987,0.9972,0.0015000000000000568,0.0015000000000000568,-0.0006000000000000449
2018-07-13,0.9967,0.9983,0.9928,0.9977,0.998,0.9983,0.9928,0.005499999999999949,0.005499999999999949,0.0012999999999999678
2018-07-12,1.0038,1.005,0.9965,0.9971,0.9967,1.005,0.9965,0.008499999999999841,0.008499999999999841,-0.007099999999999995
2018-07-11,1.0072,1.0093,1.003,1.0041,1.0038,1.0093,1.003,0.006300000000000194,0.006300000000000194,-0.0034000000000000696
2018-07-10,1.0081,1.0089,1.0034,1.0075,1.0072,1.0089,1.0034,0.005499999999999838,0.005499999999999838,-0.0008999999999999009
2018-07-09,1.0103,1.0142,1.0066,1.0084,1.0081,1.0142,1.0066,0.007600000000000051,0.007600000000000051,-0.0021999999999999797
2018-07-08,1.0098,1.0107,1.0086,1.0106,1.0103,1.0107,1.0086,0.0020999999999999908,0.0020999999999999908,0.0004999999999999449
2018-07-06,1.006,1.0114,1.0051,1.0097,1.0098,1.0114,1.0051,0.006299999999999972,0.006299999999999972,0.0038000000000000256
2018-07-05,1.007,1.0089,1.0047,1.006,1.006,1.0089,1.0047,0.0041999999999999815,0.0041999999999999815,-0.0009999999999998899
2018-07-04,1.0075,1.0093,1.0055,1.0073,1.007,1.0093,1.0055,0.0038000000000000256,0.0038000000000000256,-0.000500000000000167
2018-07-03,1.0059,1.0085,1.0046,1.0075,1.0075,1.0085,1.0046,0.0039000000000000146,0.0039000000000000146,0.0016000000000000458
